,merchant_token,merchant_name,product_asin,product_name,product_average_review,review_user,review_rating,review_title,review_date,review_verified,review_content,review_helpful_vote
75359,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AFQENZOUN3VPI2YFORKIZUUPRSWQ,5,Confident Connections that Even Power My External Hard Disk,2017-01-02,True,"The Anker Ultra Slim Hub works great. I use it with a MacBook Pro, and here's how I'm abusing it: A printer, an external 2 TB hard drive, an Ethernet adapter, and an old USB 2.0 hub for my external keyboard and mouse are all connected to the Anker hub. And the external hard disk is drawing power through the Anker hub without so much as a hitch. I highly recommend this tiny but powerful USB 3 hub!",
75360,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AECCG25OUKWS4I3TTFL6MPIWYHRA,4,Cannot be used to charge phones.,2018-01-21,True,"Update: I was contacted direct by the sellers customer service dept.  They were very helpful and after reviewing the description and realizing I made an error in ordering this item, they still  happily refunded the order. Good company.Piece of crap! And you cannot return it if u satisfied. It only states at the very bottom of the product description cannot be used to charge items. Needs to be advertised up top in as a disclaimer so someone will notice.",
75361,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AGILXKQEERAGPM6HPMGE3MXZVSFQ,5,Great USB Hub,2018-09-25,True,"Even with 4 things attached including a microphone, a keyboard, and a usb headphone dac, it worked like a charm and everything was getting the power it needed.",
75362,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AFDBNL4ZZ2KV7EWSDUUGWCFM265Q,2,This HUB may be good for connecting low power devices such as thumb drive ...,2018-04-08,True,"This HUB may be good for connecting low power devices such as thumb drive or SD card reader, but don't try to connect any external HD, since the HUB doesn't provide enough power to run a conventional external Hard drive, and don't even think about connecting two external hard drives.",
75363,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AHHA6QGNPMMRSKTZGNAS7JT2SVHQ,5,Great device,2017-09-14,True,Works as described. I have all 4 USB ports in use at the same time and no issues. USB will charge a cell phone slowly but not an iPad.,1.0
75364,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AHGGAUBBZ3U4RBRB3GINRZARZ6WA,2,No returns.  Buyer beware,2020-09-22,True,One of the port is flaky and doesn't always charge my phone.  Tried to return it but Amazon says no return for this purchase..  Lesson learned.  Don't buy Anker products.,
75365,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AGYS4U7XXD25ISCOQXQBZJ7FJXDQ,1,BEWARE THIS PRODUCT DOES NOT WORK IN CHARGING A PHONE ...,2017-08-01,True,"BEWARE THIS PRODUCT DOES NOT WORK IN CHARGING A PHONE iWATCH etc. COMPANY RESPONSE ""We are really sorry for the delayed response. Please kindly note that the total output of this 4-Port USB 3.0 Ultra Slim Data Hub is 900mAh and each port can only provide 225mAh because the hub does not have AC adapter. therefore, it may not provide enough power for charging purpose. It's quite appreciated for your kind understanding.""NOT SURE WHY ANYONE WOULD BUY IT",2.0
75366,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AGKYGAXSF6KD5MQRC2XBHGPAJAJQ,5,updated 6/18,2017-06-11,True,"5 stars for their service.The low price is good and luring. But none of the ports could fit my MS Touch Mouse's nano transceiver. Still keeping it for its low price.Update:  after the original 2-star review I submitted,  Anker Customer Service got in touch with me and thought my devices were perhaps incompatible with this hub, therefore they issued a refund and still let me keep the product. Kudos to their outstanding service.",
75367,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AFHNHHXETA5755XSK3E6QUW6VYBA,1,Don't purchase it if you value well-made products,2017-01-03,True,"I liked it at first, however it is incredibly flimsy.  It lasted maybe 2 months before falling apart, and then the circuit board inside was not glued to anything so it fell out.  It is still functional, but since first separating half of the USB ports are too narrow inside the housing to properly be used.In short It's a piece of junk.",2.0
75368,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AEKXLDTVAQMHJHHWGYYJ4E2ETSLQ,4,Not what I thought it was,2019-03-21,True,"Won’t even charge a phone, but that’s not actually what it’s meant for.  I thought of it as a USB power splitter and it wasn’t.  I guess maybe it would work as it’s intended.  Got a full refund really easy.",
75369,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AFVFGPARSWPFLZKZNE2BOJ7MEPJQ,1,Not returnable and not compatible with newer MacBooks,2020-06-27,True,A warning for others: This is not compatible with a 2020 MacBook Pro even though the description indicates it is. This product is also not returnable so you will be stuck with it. Don’t be like me and make this mistake.,1.0
75370,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AER5XGFPYVNDINNP24SS3LM5VEQQ,3,"A little persnickety, but OK",2017-07-31,True,"Took a little fiddling with this before it worked as the sockets weren't quite centered in the openings in the housing, but it's doing the job since.Edited 8.12.17: I haven't changed my opinion about this product, but I have to give the company points for customer service. They sent me an entirely new and far superior device absolutely free of charge. I wouldn't buy this particular hub again, but I would buy again from Anker.",1.0
75371,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AFD2MUJS542JOWIHMNLIHYJCMQGA,2,I am very disappointed in Anker because I usually use Anker for my ...,2017-09-01,True,"I bought 1 year ago, and just recently it was unable to work. I am very disappointed in Anker because I usually use Anker for my other products and wires so I believed this would be of great quality as well. However, just less than a year and it doesn't work anymore! Do not buy, it will not last you very long. I don't even use it that often and it has failed on me. Very disappointed.",1.0
75372,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AFCOFAVCO4BNDGWUT43CLHFWFUOA,5,Don't waste your money on larger powered ones,2017-06-21,True,"Don't waste your money on larger powered ones, unless you absolutely need to charge your phone. Even then, most devices should have 2 USB inputs so run everything off this and charge with the open one.This runs a LED mech keyboard, LED mouse, and 2 usb 3.0 drives without issue. There is a slight performance degradation on the drives, but this was only noticed on benchmarks. For actual use it's not noticeable.",
75373,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AHSQFCHJVJUSCJTKQGRDLLZ6O23A,5,Simple yet effective,2019-07-29,True,I've used this to avoid plugging and unplugging cables from my laptop for a couple of years. I've not had a single issue with it during all this time.,
75374,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AFA2IJ3NWRBWRNO7XNGYAUI35MUA,4,Think twice about purchasing if you are a DJ who uses a laptop stand!,2016-08-27,True,"This usb hub is very nice. Good spacing between ports, lightweight and no annoying LEDs. However, the cable is very short!!! If you use a laptop stand it will dangle haphazardly from your laptop! I am a DJ so I need to use a usb extension cable but I am considering a different hub with a longer cable now. If you need something that can connect to an elevated laptop then look elsewhere!!!",
75375,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AHIHFTK6VDDWM2QVGCACJ2MMCFSQ,5,Works as expected :),2020-01-22,True,This is doing a great job as described :) one benefit I forgot would result is that I now use one of the usb spots for my phone so I don't have to have an additional phone plug. nice. would get again if needed.,
75376,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AHCPDQK75Z3YV3V2UBUARF6YVR5Q,5,It's slim size is perfect for devices that do not have enough USB ports,2016-09-21,True,"The Anker Ultra Slim 4-port USB Hub works perfectly.  It's slim size is perfect for devices that do not have enough USB ports.  It's backwards compatible with USB 2.0.Be advised that the cable is only a few inches long, so keep that in the back of your head when you make your order.  I'm using mine on a VESA mounted computer, so the size and cable length were perfect.If you are going to use this hub to power more than a few hard drives (or anything that draws significant current), I would recommend purchasing a device with an external power supply.  This one distributes power from the computer's single USB port.",
75377,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AFLGCKZ64X2QPDJW7QI5HBTZVR5A,5,A Handy Accessory To Have,2017-08-22,True,When you need more than 2 or 3 USB 3 ports this is very handy to have. It is not an externally powered port so that is to be remembered when connecting devices. It is small and light and easy to carry. Is small enough to carry all the time with you when traveling with your laptop in case you have need for extra ports. Nice little device.I hope you found my review helpful.,
75378,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AEGTKZNVDZMZFGZ6EDOKEY2SOKBA,5,This is pretty great for the compact size and 4 3,2018-12-09,True,This is pretty great for the compact size and 4 3.0 ports. I was able to extend the capabilities of my laptop that only came with 2 USB ports and let me charge more things at once at my desk at work.,
75379,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AERTGUAFE2WKAHLNPCKMRXXFOIIQ,5,Works on Nintendo Switch,2019-07-16,True,Works as expected on a Nintendo Switch to add wired controllers.  Handles 4 at a time with no issues.  Be aware cord is short -- long enough to break out the Switch's rear USB port but doesn't really add any length to the controller cables.,
75380,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AGBNQJTO6ADIJ4H6LQA2JU442IDQ,1,Very Annoyed. Inaccurate Return Info. Consumer Protection Violations.,2020-06-19,True,"None of my laptops will recognize this device. It has been less than 30 days since the item was delivered, but amazon will not allow me to process a return on this device. ...I'm frustrated because it's just a waste of $15 that I'd like to put toward a hub that will be functional (likely a different anker product, tbh) because this one is just not a winner.",
75381,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AGWDONOCDT7JTEY7N3DGZ4PS4PNA,1,It stopped working,2018-08-16,True,"I regret buying this. It stopped working after a 2 months. My laptop only comes with one port,  and i use a wireless mouse, keyboard and 2 usbs, so i needed this. Hopefully the new hub (different brand) will work better :(",
75382,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AEAEAU54KEXABSWC3RRYQABXNK6A,5,Works like a charm,2017-02-07,True,"Works like a charm. But be aware, it divides the .5A of your USB port as it is not powered. It wont work for equipment requesting more current. I use mine to connect a wireless mouse, a usb earphone and a couple of usb sticks with no issues. A connection to a 2Tb external drive didn't work due to the above.",
75383,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AHG2Z3SYMJL7AXKEGZA64KUE2OAA,2,Broke in less than 3 months,2018-03-11,True,"The ports became deformed from flipping the USB ports up and down, trying to figure out which way they go in. For whatever reason, this hub does not stop you from putting in a male USB device in upside down, causing the other ports to stop working. Some of the ports came lose as you can see in the picture. No more Anker products for me",
75384,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AGSSKSHMXCD7ASEOVIVU4CGKSQYA,5,Great Hub,2017-01-16,True,"Love this hub, nothing really bad to say about it, its light, gets the job done, and the LED light isn't obtrusive or annoyingly bright as others seem to have. The hub is a lot lighter than expected, almost too light actually but it gets the job done. The cord is very small but its perfect for the setup I have although your mileage may vary. Overall great cheap little product.",1.0
75385,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AGVGXTWI337UKKUSLKCH4H5ZXKGQ,1,Only half of it charges,2017-11-24,True,"Only two of the ports worked. Will charge some items, but others (in this case iPhone 7) won't, and I checked with my others charging products to verify and they still charge using different peripherals. Surprised because Ankee is usually good. Having trouble returning as I bought it two weeks ago and Its not elegible for return. Look elsewhere",1.0
75386,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AFVFEY5FV2WAVOSTK4MBVJAU32AA,5,Very good hub for Raspberry Pi Zero,2017-07-07,True,I purchased this hub to go with my new Raspberry Pi Zero. It works great. I kind of wish that I had bought a powered one but that will have to be my next purchase. I went with the Anker Hub because i have bought (too) many Anker products before. All of my family's chargers and cables are Anker. I have always felt that their products were better and more durable than other products I had used. I recommend them to everyone that has problems with their equipment.,
75387,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AG5QLWYJER7PFMK6AOA7S5DQWIRA,5,Does not charge iPhone or iWatch but customer service great,2019-07-28,True,"I thought I could use this to change my phone or watch. It does not work for that. I have not used it once since I bought it. However, the company provided a refund because the product did not work for me.",
75388,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AENTLBMRULY7TOUVTOVSRCKYAB4Q,5,A back saver.,2019-05-05,True,"Although a longer cord would have made this the best buy ever, the purchase of an extension saves bending over to plug and unplug flash drives. Also allows more than one process.",
75389,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AFSLRMHQSDNTXAWSMIRZJBSZQBSA,5,Great for laptop !,2020-01-09,True,"Great for laptop that only has one usb port . Purchased 2 of these for 2 new laptops . Works great ,fast ship , well packaged .",
75390,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AEHA5HRSWT2O3L3ASRW47VI4E6YA,4,Does what it's supposed to do.,2020-01-21,True,"It does what it's supposed to do and adds 3 new usb ports to your computer or other device, however the cord is really small and would benefit from a 1ft extension.",
75391,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AF6YMTPHM2RLCZZ2UPDELWK3IJAA,3,"Works good pretty good, when it's not messing with my WiFi.",2017-01-12,True,"Works good, but not when plugged into my Macbook, found out that it emits a signal that interferes with the WiFi card on the 2.4Ghz band. So switched my WiFi over to 5Ghz, and it works fine. But kind of inconvenient.Overall design is good, speeds are fast, and feels like a good quality product.",1.0
75392,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AEDU63R72HASTV56F6UHP2ZJZDLQ,5,Works well to expand USB ports,2019-12-17,True,"Work from home a decent amount with a work issued laptop. Does not have enough USB ports to plug in my peripherals, so this works well.",
75393,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AGILHZOXVOOERJOZPXQC6XFYJUHA,1,Don't use with new Macbook Pro,2020-09-09,True,"Bought this to connect my Apple SuperDrive (external DVD drive) to the new Macbook Pro that doesn't have USB-A ports.  Description says it's Apple Certified but it won't work with my Super Drive.  Get an error message that says ""USB Accessory Needs Power"" and it won't work.  Totally misleading.  Don't waste your money",
75394,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AFHK7OLVCD22GCWHH4W6QNE37LDA,1,This is useless for me,2017-10-23,True,Be sure to read every line of the device description. The next to last line states what may not be supported and they have a no return policy. This is useless for me. It is not a 3.0 hub. Don't buy!,1.0
75395,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AEY6SFMRQZ7RN2QRRERUXB24KNNA,5,All four slots spaced nicely.,2020-05-20,True,"Spacing between slots gives a better chance for fat USB jump drives to co-exist.  Common problem with other hubs was the lack of spacing.  Here, all slots can be used.  No cramming.  Exact measurements not provided by any hub manufacturers, sadly to say.  Was this helpful?",
75396,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AEUMHO7FGBANRFAYULN3B5NSXANQ,5,Bought 3 of these and they work great! We have HP all in one computers and ...,2017-07-04,True,Bought 3 of these and they work great ! We have HP all in one computers and the design has all the ports under the front of the screen which are very hard to plug anything into. This item makes life easy again! Highly recommended.,
75397,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AEO5MJJ3YDUOOUKSRFCBXPF7J5QQ,1,Doesn't charge any devices.,2018-11-24,True,"Not sure if my item was defective or this is the same with everyone but my unit won't let me charge my iPhone, even with their cable.",
75398,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AETF6HCKMVDEEVJTPKVNLR55PA7Q,1,Not comparable with standard Logitech mouse.,2020-06-17,True,"If you plan to plug in a standard mouse, you will lose your scroll functionality and the ability to move the pointer around in a functional manner.",
75399,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AEG4VTPFSFIQHTPUDRO7UHPKMFDA,4,Great but poor spacing between ports,2018-02-24,True,"I like it because it works with the oculus rift without an issue, the software reads the sensors without a hitch, the xbox one sensor has a problem because it takes up so much space you can't use two ports. I have to order another one now",
75400,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AHIUJK6YXHZZ6QVJYH4BHJ2EF22Q,5,Perfect USB hub,2018-02-25,True,"This USB hub works great for what it is. We have charged one device on it (smartphone) while using it for a mouse and keyboard, and had no issues. Keep in mind this is not a powered hub, so it is not meant to charge a bunch of stuff. We haven't had any issues running USB 2.0 or 3.0 devices.",
75401,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AFWOH3FOUR2C7MLDSOS3SQ5WXW3Q,1,This USB 3.0 hub will interfere with Wi-Fi signals. I contacted customer support and they confirmed it's true 26th no shielding.,2017-06-22,True,Buyer Beware.. Will Interfere with Wi-Fi Signals,3.0
75402,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AFGWUHFF4TCCJ5VCDIHRHIBQRGMA,2,Thumbs down,2017-12-21,True,Only worked for a few days. I work from home a couple times a week and wanted to use this to connect my mouse and keyboard to my laptop when working from home. After 2 weeks of plugging and unplugging the device it just doesn’t work as expected sometimes doesn’t pick up a connection to my pc at all. Would not recommend.,
75403,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AEEJTHOYENQR257Q2BUKW57YFGOA,5,Better then expected,2019-08-31,True,I use this thing every day at work plugging in things all the time and it has held up great and didn't notice any dropping of speeds or anything,
75404,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AHSZEXO73T6ZHR7YAAWHQYWROL5Q,1,Started malfunctioning after ~2 months,2020-10-06,True,"After a couple months of normal use, the device started malfunctioning and my keyboard that was plugged into it would intermittently and annoyingly no longer be recognized.  Mouse worked fine.  Now that the keyboard is plugged directly into the laptop USB port, there are no issues.  Problem was with the Anker port.",
75405,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AHBXX24772VNLUPH6YDRITPZMBSQ,1,Cord is TOO SHORT to plug other things into it. It hangs off my PC because of how short it is.,2020-01-06,True,The ANKER 4-port hub only has about a 6 inch USB cord coming out of it. It is stupid how short the cord is. I am not able to plug this 4-port HUB into the back of my device and plug other things into it as they do not reach. Then to top it off it is not available for returns. The no return does not make sense. Very disappointing.,
75406,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AHWIS4I6RNQ6VGKCO7QKJD4LJJMA,5,Works with Big Sur,2021-02-14,True,"Hubs I had been using with MacOSs prior to the Big Sur ""upgrade"" suddenly became erratic, causing me to have to purchase the Anker hub, which has worked flawlessly with Big sur.",
75407,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AHHVJZJHYRGYB6S3FO5HHX7VUEVQ,1,Needs more testing on this hub... [Anker user],2017-04-13,True,"I had bought this item last year because my mac book usb port was giving me problems and i have 2 usb ports. One is definitely not reading my usb, so I am in sort of a pickle. I am a proud user of Anker. I have an Anker Charger for the car, portable battery, and other Anker products. So, finding out there's a hub for the macbook! Great!  I have tons of stuff including a mouse and external hard drives to connect because I want to free up Hard Disk Space on my macbook. It was great for a few days, but then noticed that the USB cable that connects to my mac book can be a bit flimsy It pops out easily. Usually when you pop a USB cable into a pc or mac, it snaps in perfectly and you don't have to worry about it just disconnecting easily. Well in this case.. it did for mine. I was so mad, I threw in the trash. But, it could've been just the one that I was sent. I am still in the market for an usb hub. Hope this review helps. Would like to know if anyone else has experienced this. Anker.. buddy.. do more testing on this. I was quite surprised since I love your products.",17.0
75408,A294P4X9EWVXLJ,Anker,B00XMD7KPU,"Anker 4-Port USB 3.0 Ultra Slim Data Hub for Macbook, Mac Pro/mini, iMac, Surface Pro, XPS, Notebook PC, USB Flash Drives, Mobile HDD, and More",4.6,AEIBHWKD7UFBZ4IVGN5N6GSUMWIA,4,"Wish the cord was longer; otherwise, good buy!",2018-08-09,True,"So it's a great little device, does its job. I am a chronic bull in a china shop, and have already bent the USB plug, and it works fine!The only thing I don't like about it is that the cable is so short that if you plug it into a desktop computer, it's quite likely you'll just have to let it dangle. Which I'm not a fan of. However I get the impression it was more designed for laptops.",
